[-28.51422645],2.6409067298122593,2.6687522328984605,2.15,2.150095462902908,3.057332069389365,0.1808562222255326,0.375026672128309,0.5412860139795505,0.3,0.25,0.17568343408750342,[-3.65822844],2.8869204247304614,2.943535704121869,1.5837674275990197,2.05062993675227,3.0534646240147505,0.2161922825396975,0.46752715858259086,0.750539521326241,0.2973485432418407,0.11879744651584163,0.07590699242158634
[-32.55387981],3.045276804569041,2.5525648888818826,2.2045755863998173,2.2469013585261255,2.776216568043394,2.8010944240457225,0.13390716239186617,0.1335037815764103,0.76984037415241,0.18374424639428844,0.16244623720498935,0.04592644031156559,[-17.69197885],3.04027273,2.56529075,2.26830398,2.27871054,2.79656593,2.80269733,0.17163118,0.15112099,0.77768319,0.18262836,0.13022122,0.01156065
[-37.06927096],2.5813941172673047,2.618572992304804,2.8774105254857503,2.15,2.76570651260948,2.930645178253219,2.867303442130076,0.11936166129647799,0.5,0.9475422272851663,0.24573747283052802,0.11210707973449574,0.12377492264895867,[-17.43780949],2.6916378899497024,2.5987768392145147,2.946881649534613,2.093285563370123,2.7784987294874828,2.946052728850776,2.8414053293644272,0.13615634047903638,0.45039004228207347,0.9797221163208187,0.24379199650604488,0.13985586147076107,0.1095274391873929
[-37.58622931],3.160078562297153,2.9253467771594615,2.8585002869451026,2.15,2.435696235876622,2.7354991992388555,2.8056056456270664,2.829647083063118,0.1490131966943448,0.24912682169255562,0.8164725289041893,0.2969838510238295,0.24982742993471552,0.14625327657429563,[-32.23509196],3.0347923276311137,2.8781489768610187,2.889958624473768,1.768210430522423,2.6838312418807275,2.7382402974195448,2.8454206786649507,2.9569929443583196,0.14708597509848476,0.2093157590450675,0.8741429682833612,0.27144870890155076,0.2139990368058347,0.14416382240325507
[-36.89078702],3.3941052438850012,2.8092372658586156,2.2874318866132013,2.613117557884372,2.2552541091289067,2.733750749696827,3.055684818995843,2.8811892315026704,3.1389602460122226,0.11485231576148161,0.10194888025284991,0.8209407704378312,0.23631154341515304,0.2234599612953385,0.1070645560230296,[-19.11207565],3.44179861,2.82081106,2.28909431,2.70903428,2.25396399,2.69809782,3.02948338,2.78662186,3.13504301,0.11902236,0.04370428,0.76933553,0.22658531,0.19576787,0.14111248
[-41.78919874],2.7785957722836656,2.869702437813008,2.937310499230347,2.452638344696131,2.350585268308038,2.8487823782943336,3.071301432399086,2.868027423891672,2.9757029413957556,3.0701658824999307,0.10346346003128647,0.05968282239165634,0.7268866680109716,0.2864479408030815,0.24341744108709434,0.17468439602989003,[-30.47116609],2.7424180717824567,2.878761488595777,2.9460560366773723,2.450380259827758,2.362524437455841,2.841504969126949,3.0745866628149434,2.872596882173071,2.9909941326444147,3.083126044750098,0.10395628145655661,0.033649979659173386,0.7612857259695803,0.27244027444071695,0.18656127326547006,0.17217780368994662
[-37.3635267],3.2595992818986836,2.784072630007103,2.245376279031885,2.2913242909144875,2.7033602649478716,3.0589597785910567,2.778840591316762,3.141592653589793,2.9300339101346133,3.1269095953441663,3.141592653589793,0.09287254639324843,0.2893990639240546,0.9780797871642494,0.26762335855696395,0.21062313914947764,0.07195017085027566,[-30.14385331],3.25583942,2.81623815,2.22100155,2.27463762,2.69433883,3.05064221,2.74384961,3.10718098,2.89194071,3.09266506,3.1204324,0.09732992,0.30823167,0.96130055,0.29359666,0.20082697,0.08967474
[-34.99670741],2.578109503892361,2.8882113082155163,2.55914089788564,2.8815840295551847,2.6928340181969324,2.7870695945365576,2.8505449933081866,2.9992698408023677,3.1016582648824027,3.0581138566658828,2.9632747644089923,3.067362012828355,0.08294277811388401,0.2141886245772649,0.5092125943206318,0.28555535077351135,0.21913141817976717,0.1196387040647164,[0.30419073],2.78573307,2.84053519,2.68713182,2.95624587,2.97838648,2.94296061,2.82342768,3.13420248,2.29174537,3.01321584,2.92771448,2.88050913,0.10221592,0.11044283,0.70742599,0.28798023,0.24223153,0.04489937
