3.268412160000000011e+00,2.500226679999999924e+00,2.203679409999999894e+00,2.910171469999999871e+00,2.197272830000000177e+00,2.197587699999999922e-01,1.924934000000000089e-01,9.545753099999999547e-01,2.967404900000000234e-01,2.133568799999999988e-01,4.711967999999999712e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.551313499999999976e+02,2.159130400000000009e+03
2.783579130000000124e+00,3.003046530000000214e+00,2.421717440000000110e+00,2.725184089999999948e+00,2.265651239999999955e+00,2.054192200000000135e-01,1.227719000000000033e-01,5.069369999999999710e-01,2.785781299999999794e-01,2.466749099999999972e-01,7.202532999999999852e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.518952600000000075e+02,2.532248500000000149e+03
2.406379349999999917e+00,2.656249820000000206e+00,2.185936819999999781e+00,2.512446900000000038e+00,3.046831089999999964e+00,1.439237100000000102e-01,4.358521200000000095e-01,6.614518099999999734e-01,2.944285099999999766e-01,2.199840399999999918e-01,5.812044999999999711e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.323122999999999593e+03,5.349869999999999663e+02
2.989083640000000042e+00,2.173504059999999960e+00,2.457672010000000018e+00,2.392676750000000130e+00,2.649361199999999972e+00,1.841229899999999864e-01,4.938543699999999870e-01,8.041758300000000359e-01,2.847559100000000010e-01,1.987087499999999896e-01,6.476674000000000320e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.167132800000000316e+03,8.815825200000000450e+02
2.920849159999999944e+00,2.532223860000000215e+00,2.253789339999999974e+00,2.450801230000000164e+00,2.347858379999999912e+00,1.649170699999999989e-01,4.043655600000000128e-01,6.295412400000000019e-01,1.750405800000000012e-01,1.172889899999999958e-01,4.684856999999999910e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.352779799999999796e+03,1.205079099999999926e+03
2.763280430000000010e+00,2.727959139999999838e+00,2.603370799999999985e+00,2.695648300000000219e+00,2.673836230000000036e+00,2.194094000000000044e-01,2.307499999999999829e-02,7.856103300000000234e-01,2.806564100000000228e-01,2.227502399999999882e-01,1.280978399999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.369171100000000024e+03,3.838466300000000047e+03
2.631467460000000091e+00,2.945693460000000208e+00,2.395776999999999823e+00,2.747702400000000100e+00,2.531960950000000210e+00,1.659473599999999882e-01,3.398119199999999895e-01,8.965241900000000541e-01,2.419990999999999948e-01,1.668027599999999944e-01,1.306253300000000117e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.423137199999999893e+02,2.260546600000000126e+03
2.203111649999999866e+00,2.885992799999999914e+00,2.646379959999999976e+00,2.228788230000000148e+00,2.185734099999999902e+00,1.750970299999999868e-01,2.695820800000000017e-01,8.590339500000000461e-01,2.223483400000000054e-01,1.786635099999999976e-01,1.133615699999999948e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.493106899999999996e+03,2.440026400000000194e+03
2.745956010000000003e+00,2.530532340000000158e+00,2.218213840000000214e+00,2.865185550000000081e+00,2.646067040000000148e+00,1.717444200000000087e-01,9.763146000000000324e-02,7.477609499999999798e-01,2.287711799999999907e-01,1.404227200000000009e-01,4.493590000000000084e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.497648900000000367e+02,1.846187300000000050e+03
3.196479019999999949e+00,2.558161329999999900e+00,2.927071329999999971e+00,2.511108310000000010e+00,2.268197659999999782e+00,2.281618499999999994e-01,2.810333600000000098e-01,5.435780399999999846e-01,2.678086000000000078e-01,1.436094099999999929e-01,1.394839999999999969e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.422856399999999439e+02,2.777643799999999828e+03
